doctype,subtype,path,filename,ext
well log,log,\Fish River 1\I00032520\Fish_River_1ST_FMI_NGT_FMI_Image_Run_2_Suite_2_Scale_1_40.tif,Fish_River_1ST_FMI_NGT_FMI_Image_Run_2_Suite_2_Scale_1_40.tif,tif
well log,log,\Fish River 1\I00032520\Fish_River_1ST_Gamma_Resistivity_Scale_1_500.tif,Fish_River_1ST_Gamma_Resistivity_Scale_1_500.tif,tif
well log,log,\Fish River 1\I00032520\Fish_River_1ST_FMI_NGT_FMI_Image_Run_2_Suite_2_Scale_1_200_Copy_1.tif,Fish_River_1ST_FMI_NGT_FMI_Image_Run_2_Suite_2_Scale_1_200_Copy_1.tif,tif
operations and drilling,seismic,\Fish River 1\I00032520\Fish_River_1_VSP_Run_3_Suite_2.tif,Fish_River_1_VSP_Run_3_Suite_2.tif,tif
operations and drilling,seismic,\Fish River 1\I00032520\Fish_River_1ST_VSP_Run_3_Suite_2.tif,Fish_River_1ST_VSP_Run_3_Suite_2.tif,tif
well log,log,\Fish River 1\I00032515\Encl_4_Merged_Electric_Log_Fish_River_1_1ST1.tif,Encl_4_Merged_Electric_Log_Fish_River_1_1ST1.tif,tif
well log,log,\Fish River 1\I00032515\Encl_3_FEWD_Log_Fish_River_1ST_Scale_1_500.tif,Encl_3_FEWD_Log_Fish_River_1ST_Scale_1_500.tif,tif
well log,log,\Fish River 1\I00032515\Section_17_Track_Plot_Chart_Fish_River_1_Scale_1_5000.tif,Section_17_Track_Plot_Chart_Fish_River_1_Scale_1_5000.tif,tif
well log,log,\Fish River 1\I00032515\Section_17_Bathymetry_Chart_Fish_River_1_Scale_1_5000.tif,Section_17_Bathymetry_Chart_Fish_River_1_Scale_1_5000.tif,tif
well log,log,\Fish River 1\I00032515\Section_17_Isopach_Chart_Fish_River_1_Scale_1_5000.tif,Section_17_Isopach_Chart_Fish_River_1_Scale_1_5000.tif,tif
well log,log,\Fish River 1\I00032515\Section_17_Sea_Bed_Features_Chart_Fish_River_1_Scale_1_5000.tif,Section_17_Sea_Bed_Features_Chart_Fish_River_1_Scale_1_5000.tif,tif
well log,log,\Fish River 1\I00032515\Encl_5_Preliminary_Log_Analysis_Plots_Fish_River_1ST1.tif,Encl_5_Preliminary_Log_Analysis_Plots_Fish_River_1ST1.tif,tif
well log,log,\Fish River 1\I00032515\Section_17_Geological_Cross_Sections_Fish_River_1.tif,Section_17_Geological_Cross_Sections_Fish_River_1.tif,tif
well log,log,\Fish River 1\I00032515\Encl_2_Pressure_Data_Plot_Fish_River_1.tif,Encl_2_Pressure_Data_Plot_Fish_River_1.tif,tif
well log,log,\Fish River 1\I00032515\Encl_2_Pressure_Data_Plot_Fish_River_1ST.tif,Encl_2_Pressure_Data_Plot_Fish_River_1ST.tif,tif
operations and drilling,operations and drilling,\Fish River 1\I00032515\Encl_6_Pre_Drilling_Structure_Map_Fig_2_3.pdf,Encl_6_Pre_Drilling_Structure_Map_Fig_2_3.pdf,pdf
well log,log,\Fish River 1\I00032515\Encl_1_Fish_River_1_Mudlog.tif,Encl_1_Fish_River_1_Mudlog.tif,tif
well report,well completion report,\Fish River 1\I00032515\Fish_River_1_1ST1_WCR_Basic_Vol_1_I00032515.pdf,Fish_River_1_1ST1_WCR_Basic_Vol_1_I00032515.pdf,pdf
well log,log,\Fish River 1\I00032515\Encl_1_Fish_River_1ST_Mudlog.tif,Encl_1_Fish_River_1ST_Mudlog.tif,tif
operations and drilling,operations and drilling,\Fish River 1\I00032515\Encl_2_Drilling_Data_Plot_Fish_River_1.tif,Encl_2_Drilling_Data_Plot_Fish_River_1.tif,tif
operations and drilling,operations and drilling,\Fish River 1\I00032515\Encl_2_Drilling_Data_Plot_Fish_River_1ST.tif,Encl_2_Drilling_Data_Plot_Fish_River_1ST.tif,tif
well log,log,\Fish River 1\D00014453\LAS\fish_river_1st.las,fish_river_1st.las,las
well log,log,\Fish River 1\P00317868\P00317868_FR1ST1_1.ASC,P00317868_FR1ST1_1.ASC,ASC
well log,log,\Fish River 1\P00317868\P00317868_FR1ST1_C.ASC,P00317868_FR1ST1_C.ASC,ASC
well log,log,\Fish River 1\P00317868\P00317868_FR1D.ASC,P00317868_FR1D.ASC,ASC
well log,log,\Fish River 1\P00317868\P00317868_FR1_C.ASC,P00317868_FR1_C.ASC,ASC
well log,log,\Fish River 1\P00317868\P00317868_FRMEM1.LAS,P00317868_FRMEM1.LAS,LAS
well log,log,\Fish River 1\P00317868\P00317868_FR1_TG.ASC,P00317868_FR1_TG.ASC,ASC
well log,log,\Fish River 1\P00317868\P00317868_FRMEM2.LAS,P00317868_FRMEM2.LAS,LAS
well log,log,\Fish River 1\P00317868\P00317868_FR1ST1_D.ASC,P00317868_FR1ST1_D.ASC,ASC
palynology and core data,biostratigraphy,\Fish River 1\P00703569\DAR1770\Organic Petrology study of the Plover Fm REV2 EXP_GEN_012738_GOV_EXTERNAL.pdf,Organic Petrology study of the Plover Fm REV2 EXP_GEN_012738_GOV_EXTERNAL.pdf,pdf
well log,log,\Fish River 1\P00703569\DAR1770\TOC_Various_Wells_Report_Intertek_Geotech_for_Shell 19102016.pdf,TOC_Various_Wells_Report_Intertek_Geotech_for_Shell 19102016.pdf,pdf
well log,log,\Fish River 1\P00703569\DAR1770\Vulcan_OP_data_Attachment1_EXP_012738_GOV_EXTERNAL.xlsx,Vulcan_OP_data_Attachment1_EXP_012738_GOV_EXTERNAL.xlsx,xlsx
well log,log,\Fish River 1\P00596180\FISH_RIVER_1ST.lis,FISH_RIVER_1ST.lis,lis
well log,log,\Banka Banka 1\P00578039\CONTENTS_BANKA_BANKA_1.XLS,CONTENTS_BANKA_BANKA_1.XLS,XLS
well log,log,\Banka Banka 1\P00578039\QA_RAWDATA\BANKA_BANKA_1_WL_FIELD_363_2774.DLS,BANKA_BANKA_1_WL_FIELD_363_2774.DLS,DLS
well log,log,\Banka Banka 1\P00578039\QA_RAWDATA\BANKA_BANKA_1_TGAS.ASC,BANKA_BANKA_1_TGAS.ASC,ASC
well log,log,\Banka Banka 1\P00578039\QA_RAWDATA\BANKA_BANKA_1_RWD.ASC,BANKA_BANKA_1_RWD.ASC,ASC
well log,log,\Banka Banka 1\P00578039\QA_RAWDATA\BANKA_BANKA_1_DRL_462_2775.ASC,BANKA_BANKA_1_DRL_462_2775.ASC,ASC
well log,log,\Banka Banka 1\P00578039\QA_RAWDATA\BANKA_BANKA_1_GASCHRM.ASC,BANKA_BANKA_1_GASCHRM.ASC,ASC
operations and drilling,seismic,\Banka Banka 1\I00032734\Encl_IV_25_Hz_zero_phase_GEOGRAM_9_525_cm_sec.tif,Encl_IV_25_Hz_zero_phase_GEOGRAM_9_525_cm_sec.tif,tif
well report,unknown,\Banka Banka 1\I00032734\Appendix_1A_to_Appendix_2_Combined_Microplankton_Range_Chart_and_Abundance Histogram.tif,Appendix_1A_to_Appendix_2_Combined_Microplankton_Range_Chart_and_Abundance Histogram.tif,tif
well report,unknown,\Banka Banka 1\I00032734\Appendix_2B_to_Appendix_2_Range_Chart_of_Miospore_taxa_with_Graphic_Relative_Abundance_Display.tif,Appendix_2B_to_Appendix_2_Range_Chart_of_Miospore_taxa_with_Graphic_Relative_Abundance_Display.tif,tif
well report,unknown,\Banka Banka 1\I00032734\Appendix_1B_to_Appendix_2_Range Chart of Microplankton_taxa_with_Graphic_Relative_Abundance_Display.tif,endix_1B_to_Appendix_2_Range Chart of Microplankton_taxa_with_Graphic_Relative_Abundance_Display.tif,tif
palynology and core data,biostratigraphy,\Banka Banka 1\I00032734\Encl_III_Stratigraphic_Cross_Section.tif,Encl_III_Stratigraphic_Cross_Section.tif,tif
well report,unknown,\Banka Banka 1\I00032734\Appendix_2A_to_Appendix_2_Combined_Miospore_Range_Chart_and_Abundance_Histogram.tif,Appendix_2A_to_Appendix_2_Combined_Miospore_Range_Chart_and_Abundance_Histogram.tif,tif
operations and drilling,seismic,\Banka Banka 1\I00032734\Encl_IV_Drift_Corrected_Sonic.tif,Encl_IV_Drift_Corrected_Sonic.tif,tif
well report,well completion report,\Banka Banka 1\I00032734\Banka_Banka_1_WCR_Interp_I00032734.pdf,Banka_Banka_1_WCR_Interp_I00032734.pdf,pdf
operations and drilling,seismic,\Banka Banka 1\I00032734\Encl_IV_45_Hz_zero_phase_GEOGRAM_9_525_cm_sec.tif,Encl_IV_45_Hz_zero_phase_GEOGRAM_9_525_cm_sec.tif,tif
operations and drilling,seismic,\Banka Banka 1\I00032734\Encl_IV_35_Hz_zero_phase_GEOGRAM_9_525_cm_sec.tif,Encl_IV_35_Hz_zero_phase_GEOGRAM_9_525_cm_sec.tif,tif
well log,log,\Banka Banka 1\P00322990\P00322990_BB1_DRL.ASC,P00322990_BB1_DRL.ASC,ASC
well log,log,\Banka Banka 1\P00322990\P00322990_BB1_TGAS.ASC,P00322990_BB1_TGAS.ASC,ASC
well log,log,\Banka Banka 1\P00322990\P00322990_BB1_CHRM.ASC,P00322990_BB1_CHRM.ASC,ASC
well log,log,\Banka Banka 1\P00322990\P00322990_BANKARWD.TXT,P00322990_BANKARWD.TXT,TXT
operations and drilling,operations and drilling,\Banka Banka 1\I00032732\Encl_V_Pre_Drilling_Structure_Map_Schematic_Cross_Section.tif,Encl_V_Pre_Drilling_Structure_Map_Schematic_Cross_Section.tif,tif
operations and drilling,operations and drilling,\Banka Banka 1\I00032732\Encl_I_Drilling_Data_Log_Scale_1_2500.tif,Encl_I_Drilling_Data_Log_Scale_1_2500.tif,tif
well report,well completion report,\Banka Banka 1\I00032732\Banka_Banka_1_WCR_Basic_I00032732.pdf,Banka_Banka_1_WCR_Basic_I00032732.pdf,pdf
well log,log,\Banka Banka 1\I00032732\Encl_II_D_Exponent_Log.tif,Encl_II_D_Exponent_Log.tif,tif
well report,well position,\Banka Banka 1\I00032732\Encl_VI_c_Racal_Rig_Positioning_Seabed_Features_Chart.tif,Encl_VI_c_Racal_Rig_Positioning_Seabed_Features_Chart.tif,tif
operations and drilling,operations and drilling,\Banka Banka 1\I00032732\Encl_V_Pre_Drilling_Structure_Map_Callovian_Unconformity.tif,Encl_V_Pre_Drilling_Structure_Map_Callovian_Unconformity.tif,tif
well report,well position,\Banka Banka 1\I00032732\Encl_VI_b_Racal_Rig_Positioning_Bathymetry_Chart.tif,Encl_VI_b_Racal_Rig_Positioning_Bathymetry_Chart.tif,tif
well log,log,\Banka Banka 1\I00032732\Encl_I_Mudlog_Scale_1_500.tif,Encl_I_Mudlog_Scale_1_500.tif,tif
well report,well position,\Banka Banka 1\I00032732\Encl_VI_a_Racal_Rig_Positioning_Track_Chart.tif,Encl_VI_a_Racal_Rig_Positioning_Track_Chart.tif,tif
well report,well position,\Banka Banka 1\I00032732\Encl_VI_d_Racal_Rig_Positioning_Geological_Cross_Section_Chart.tif,Encl_VI_d_Racal_Rig_Positioning_Geological_Cross_Section_Chart.tif,tif
well log,log,\Banka Banka 1\I00032732\Encl_III_MWD_Log_Scale_1_500.tif,Encl_III_MWD_Log_Scale_1_500.tif,tif
well log,log,\Banka Banka 1\I00032732\Encl_IV_Merged_Electric_Log_Scale_1_500.tif,Encl_IV_Merged_Electric_Log_Scale_1_500.tif,tif
well log,mudlog,\Backpacker 1\P00524396\ASCII\backpacker1_gas.asc,backpacker1_gas.asc,asc
well log,mudlog,\Backpacker 1\P00524396\ASCII\backpacker1InterpLithology.asc,backpacker1InterpLithology.asc,asc
well log,log,\Backpacker 1\P00524396\ASCII\Backpacker1CuttingsLith.asc,Backpacker1CuttingsLith.asc,asc
well log,mudlog,\Backpacker 1\P00524396\ASCII\backpacker1_geopress.asc,backpacker1_geopress.asc,asc
well log,mudlog,\Backpacker 1\P00524396\ASCII\backpacker1_drill.asc,backpacker1_drill.asc,asc
well log,mudlog,\Backpacker 1\P00524396\ASCII\backpacker1_calc.asc,backpacker1_calc.asc,asc
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\09_GeologyandShows.doc,09_GeologyandShows.doc,doc
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\02Contents.doc,02Contents.doc,doc
operations and drilling,operations and drilling,\Backpacker 1\P00524396\FWR_Office_97\05_DrillingandEngineeringCoverPage.doc,05_DrillingandEngineeringCoverPage.doc,doc
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\08_GeologyandShowsCoverPage.doc,08_GeologyandShowsCoverPage.doc,doc
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\14_TablesCoverPage.doc,14_TablesCoverPage.doc,doc
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\11Pressure Plot.xls,11Pressure Plot.xls,xls
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\01Cover Page.doc,01Cover Page.doc,doc
operations and drilling,directional survey,\Backpacker 1\P00524396\FWR_Office_97\17_Survey_Data.xls,17_Survey_Data.xls,xls
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\12_PorePressureEvaluation.doc,12_PorePressureEvaluation.doc,doc
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\15_BitRecord.xls,15_BitRecord.xls,xls
operations and drilling,operations and drilling,\Backpacker 1\P00524396\FWR_Office_97\06_DrillingandEngineering.doc,06_DrillingandEngineering.doc,doc
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\18_TimevsDepth.xls,18_TimevsDepth.xls,xls
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\10_SampleDistributionBackpacker-1a.doc,10_SampleDistributionBackpacker-1a.doc,doc
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\19_AppendixandLogsCoverPages.doc,19_AppendixandLogsCoverPages.doc,doc
well report,well position,\Backpacker 1\P00524396\FWR_Office_97\03_WellandRigInformation.doc,03_WellandRigInformation.doc,doc
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\11_PressureEvaluationCoverPage.doc,11_PressureEvaluationCoverPage.doc,doc
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\16_HydraulicsSummary.xls,16_HydraulicsSummary.xls,xls
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\04_IntroductionOpsSummary.doc,04_IntroductionOpsSummary.doc,doc
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\07Casing_Cementing.doc,07Casing_Cementing.doc,doc
well report,unknown,\Backpacker 1\P00524396\FWR_Office_97\13_FracturePressureEvaluation.doc,13_FracturePressureEvaluation.doc,doc
well log,log,\Backpacker 1\P00524396\FWR_Office_97\Backpacker-1_Header_Border.doc,Backpacker-1_Header_Border.doc,doc
well log,mudlog,\Backpacker 1\P00524396\Plots_PDF\backpacker1_gasratio.pdf,backpacker1_gasratio.pdf,pdf
well log,mudlog,\Backpacker 1\P00524396\Plots_PDF\backpacker1_drill.pdf,backpacker1_drill.pdf,pdf
well log,mudlog,\Backpacker 1\P00524396\Plots_PDF\backpacker1_press.pdf,backpacker1_press.pdf,pdf
well log,mudlog,\Backpacker 1\P00524396\Plots_PDF\backpacker1_mlog.pdf,backpacker1_mlog.pdf,pdf
well log,mudlog,\Backpacker 1\P00524396\FWR_PDF\Backpacker1_FWR.pdf,Backpacker1_FWR.pdf,pdf
well report,well completion report,\Backpacker 1\P00487755\Figures\Figure_02_Backpacker_1_Final_Well_Abandonment_Schematic.pdf,Figure_02_Backpacker_1_Final_Well_Abandonment_Schematic.pdf,pdf
well report,well completion report,\Backpacker 1\P00487755\Figures\Figure_01_Backpacker_1_Location_Map.pdf,Figure_01_Backpacker_1_Location_Map.pdf,pdf
operations and drilling,operations and drilling,\Backpacker 1\P00487755\Appendices\Appendix_01_1_Backpacker_1_Operations_Summary.pdf,Appendix_01_1_Backpacker_1_Operations_Summary.pdf,pdf
palynology and core data,biostratigraphy,\Backpacker 1\P00487755\Appendices\Appendix_07_1_Backpacker_1_Palynology_Report.pdf,Appendix_07_1_Backpacker_1_Palynology_Report.pdf,pdf
well log,log,\Backpacker 1\P00487755\Appendices\Appendix_01_4_Backpacker1_Casing_Tally.pdf,Appendix_01_4_Backpacker1_Casing_Tally.pdf,pdf
well log,log,\Backpacker 1\P00487755\Appendices\Appendix_10b_Backpacker_1_Electric_Logging_Report_OpsDiary.pdf,Appendix_10b_Backpacker_1_Electric_Logging_Report_OpsDiary.pdf,pdf
palynology and core data,core,\Backpacker 1\P00487755\Appendices\Appendix_06_1_Backpacker_1_Cuttings_Descriptions.pdf,Appendix_06_1_Backpacker_1_Cuttings_Descriptions.pdf,pdf
well log,log,\Backpacker 1\P00487755\Appendices\Appendix_06_2_Backpacker_1_SWC_Descriptions.pdf,Appendix_06_2_Backpacker_1_SWC_Descriptions.pdf,pdf
well log,log,\Backpacker 1\P00487755\Appendices\Appendix_09_Backpacker_1_SperrySun_End_of_Well_Report.pdf,Appendix_09_Backpacker_1_SperrySun_End_of_Well_Report.pdf,pdf
well log,log,\Backpacker 1\P00487755\Appendices\Appendix_01_5_Backpacker1_Progress_Chart.pdf,Appendix_01_5_Backpacker1_Progress_Chart.pdf,pdf
well log,log,\Backpacker 1\P00487755\Appendices\Appendix_05_Backpacker_1_BHI_Sample_Manifest.pdf,Appendix_05_Backpacker_1_BHI_Sample_Manifest.pdf,pdf
well log,log,\Backpacker 1\P00487755\Appendices\Appendix_03_Backpacker_1_BHI_Fluids_Recap.pdf,Appendix_03_Backpacker_1_BHI_Fluids_Recap.pdf,pdf
well log,log,\Backpacker 1\P00487755\Appendices\Appendix_10a_Backpacker_1_Electric_Logging_Report.pdf,Appendix_10a_Backpacker_1_Electric_Logging_Report.pdf,pdf
operations and drilling,directional survey,\Backpacker 1\P00487755\Appendices\Appendix_02_Backpacker_1_Sperry_Sun_Directional_Survey.pdf,Appendix_02_Backpacker_1_Sperry_Sun_Directional_Survey.pdf,pdf
palynology and core data,biostratigraphy,\Backpacker 1\P00487755\Appendices\Appendix_07_1_Backpacker_1_Palynology_Range_Chart.TIF,Appendix_07_1_Backpacker_1_Palynology_Range_Chart.TIF,TIF
well log,log,\Backpacker 1\P00487755\Appendices\Appendix_08_Backpacker_1_BHI_Mudlog_FWR.pdf,Appendix_08_Backpacker_1_BHI_Mudlog_FWR.pdf,pdf
well log,log,\Backpacker 1\P00487755\Appendices\Appendix_04_Backpacker_1_Daily_Geological_Reports.pdf,Appendix_04_Backpacker_1_Daily_Geological_Reports.pdf,pdf
well report,well position,\Backpacker 1\P00487755\Appendices\Appendix_11_Backpacker_1_Thales_Sedco_702_Positioning_Report.pdf,Appendix_11_Backpacker_1_Thales_Sedco_702_Positioning_Report.pdf,pdf
well log,log,\Backpacker 1\P00487755\Appendices\Appendix_01_2_Backpacker_1_BH_records.pdf,Appendix_01_2_Backpacker_1_BH_records.pdf,pdf
well log,log,\Backpacker 1\P00487755\Appendices\Appendix_01_3_Backpacker_1_LOT.pdf,Appendix_01_3_Backpacker_1_LOT.pdf,pdf
well log,log,\Backpacker 1\P00487755\Enclosures\Backpacker_1_Formation_Pressure_Log.pdf,Backpacker_1_Formation_Pressure_Log.pdf,pdf
well log,log,\Backpacker 1\P00487755\Enclosures\Backpacker_1_Gas_Ratio_Log.pdf,Backpacker_1_Gas_Ratio_Log.pdf,pdf
well log,log,\Backpacker 1\P00487755\Enclosures\Backpacker_1_DDS_1_1000.pdf,Backpacker_1_DDS_1_1000.pdf,pdf
well log,log,\Backpacker 1\P00487755\Enclosures\Backpacker_1_Formation_Evaluation_Log.pdf,Backpacker_1_Formation_Evaluation_Log.pdf,pdf
well log,log,\Backpacker 1\P00487755\Enclosures\Backpacker_1_DGR_EWR_1_200.pdf,Backpacker_1_DGR_EWR_1_200.pdf,pdf
well log,log,\Backpacker 1\P00487755\Enclosures\Backpacker_1_DGR_EWR_1_500.pdf,Backpacker_1_DGR_EWR_1_500.pdf,pdf
operations and drilling,operations and drilling,\Backpacker 1\P00487755\Enclosures\Backpacker_1_Drilling_Data_Log.pdf,Backpacker_1_Drilling_Data_Log.pdf,pdf
well log,log,\Backpacker 1\P00487755\Enclosures\Backpacker_1_DGR_EWR_1_1000.pdf,Backpacker_1_DGR_EWR_1_1000.pdf,pdf
well report,well completion report,\Backpacker 1\P00487755\Text\Backpacker_1_Basic_WCR_text.pdf,Backpacker_1_Basic_WCR_text.pdf,pdf
operations and drilling,directional survey,\Backpacker 1\D00014871\Backpacker_1_Log_Data\QA_RAWDATA\Backpacker-1 Final Surveys.asc,Backpacker-1 Final Surveys.asc,asc
well log,log,\Backpacker 1\D00014871\Backpacker_1_Log_Data\QA_RAWDATA\BACKPACKER_1_CST_GR_CORR2.DLS,BACKPACKER_1_CST_GR_CORR2.DLS,DLS
well log,log,\Backpacker 1\D00014871\Backpacker_1_Log_Data\QA_RAWDATA\BACKPACKER_1_CST_GR_CORR1.DLS,BACKPACKER_1_CST_GR_CORR1.DLS,DLS
well log,log,\Backpacker 1\D00014871\Backpacker_1_Log_Data\QA_RAWDATA\BACKPACKER_1_HALS_DSI_PEX_MAIN.DLS,BACKPACKER_1_HALS_DSI_PEX_MAIN.DLS,DLS
well log,log,\Backpacker 1\D00014871\Backpacker_1_Log_Data\QA_RAWDATA\Backpacker_DDS_1030_2276.las,Backpacker_DDS_1030_2276.las,las
well log,log,\Backpacker 1\D00014871\Backpacker_1_Log_Data\QA_RAWDATA\Backpacker1_LWD_1030_2276.las,Backpacker1_LWD_1030_2276.las,las
well log,log,\Backpacker 1\D00014871\Backpacker_1_Log_Data\QA_RAWDATA\BACKPACKER_1_WL.las,BACKPACKER_1_WL.las,las
well log,log,\Backpacker 1\D00014871\Backpacker_1_Log_Data\QA_RAWDATA\BACKPACKER_1_WLMERGE.LAS,BACKPACKER_1_WLMERGE.LAS,LAS
well report,well completion report,\Backpacker 1\P00494194\Figures\Backpacker-1_Interpretative_WCR_Figures_1-14.pdf,Backpacker-1_Interpretative_WCR_Figures_1-14.pdf,pdf
palynology and core data,biostratigraphy,\Backpacker 1\P00494194\Appendices\Appendix_02-2_Backpacker-1_Palynology_Range_Chart.TIF,Appendix_02-2_Backpacker-1_Palynology_Range_Chart.TIF,TIF
well log,log,\Backpacker 1\P00494194\Appendices\Appendix_01_Backpacker-1_Petrophysics_Report.pdf,Appendix_01_Backpacker-1_Petrophysics_Report.pdf,pdf
well log,log,\Backpacker 1\P00494194\Appendices\Appendix_03_Backpacker-1_GOI_Report.pdf,Appendix_03_Backpacker-1_GOI_Report.pdf,pdf
palynology and core data,biostratigraphy,\Backpacker 1\P00494194\Appendices\Appendix_02-1_Backpacker-1_Palynology_Report.pdf,Appendix_02-1_Backpacker-1_Palynology_Report.pdf,pdf
well log,log,\Backpacker 1\P00494194\Enclosures\Enclosure_02_Backpacker-1_Composite_Log.jpg,Enclosure_02_Backpacker-1_Composite_Log.jpg,jpg
well log,log,\Backpacker 1\P00494194\Enclosures\Enclosure_01_Backpacker-1_Formation_Evaluation_Log.pdf,Enclosure_01_Backpacker-1_Formation_Evaluation_Log.pdf,pdf
well log,log,\Backpacker 1\P00494194\Enclosures\Enclosure_03_Backpacker-1_WA-273P_Xsection.TIF,Enclosure_03_Backpacker-1_WA-273P_Xsection.TIF,TIF
well log,log,\Backpacker 1\P00494194\Enclosures\Enclosure_03_Backpacker-1_WA-273P_Xsection.jpg,Enclosure_03_Backpacker-1_WA-273P_Xsection.jpg,jpg
well report,well completion report,\Backpacker 1\P00494194\Text\Backpacker-1_Interpretative_WCR_text.pdf,Backpacker-1_Interpretative_WCR_text.pdf,pdf
well log,log,\Backpacker 1\P00494194\Logs\Suite1\CST-GR\Data\Correlation1_Gr.dlis,Correlation1_Gr.dlis,dlis
well log,log,\Backpacker 1\P00494194\Logs\Suite1\CST-GR\Data\Correlation2_gr.dlis,Correlation2_gr.dlis,dlis
well log,log,\Backpacker 1\P00494194\Logs\Suite1\CST-GR\Graphics\combined_cst.pds,combined_cst.pds,pds
well log,log,\Backpacker 1\P00494194\Logs\Suite1\Hals_Dsi_Pex\Data\BP-1_MERGE_HALS_DSI_TLD_006.las,BP-1_MERGE_HALS_DSI_TLD_006.las,las
well log,log,\Backpacker 1\P00494194\Logs\Suite1\Hals_Dsi_Pex\Data\HALS_DSI_PEX_MAINLOG.dlis,HALS_DSI_PEX_MAINLOG.dlis,dlis
well log,log,\Backpacker 1\P00494194\Logs\Suite1\Hals_Dsi_Pex\Graphics\combinedhals.pds,combinedhals.pds,pds
well log,log,\Backpacker 1\P00494194\Logs\Suite1\Hals_Dsi_Pex\Graphics\combinednulcera.pds,combinednulcera.pds,pds
well log,log,\Backpacker 1\P00494194\Logs\Suite1\Hals_Dsi_Pex\Graphics\combinedhals500.pds,combinedhals500.pds,pds
well log,log,\Backpacker 1\P00494194\Logs\Suite1\Hals_Dsi_Pex\Graphics\combinednuc500.pds,combinednuc500.pds,pds
operations and drilling,directional survey,\Backpacker 1\P00524397\MWD_and_LWD_ASCII_and_LAS\Backpacker_1_Final_Surveys.asc,Backpacker_1_Final_Surveys.asc,asc
well log,log,\Backpacker 1\P00524397\Mudlogging\Backpacker1_mudlog12_240801_98_1900m.pdf,Backpacker1_mudlog12_240801_98_1900m.pdf,pdf
palynology and core data,core,\Backpacker 1\P00524397\Mudlogging\ASCII\Backpacker1_CuttingsLith.asc,Backpacker1_CuttingsLith.asc,asc
well log,log,\Backpacker 1\P00524398\BACKPACKER-1.las,BACKPACKER-1.las,las
well report,well completion report,\Charon-1\P00636350\ENO466369_Charon_1_WCR_Interpretive_Jan_10_Rev_0.pdf,ENO466369_Charon_1_WCR_Interpretive_Jan_10_Rev_0.pdf,pdf
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#1\ENO466369_MSCT_1377_0m_1370_0m.jpg,ENO466369_MSCT_1377_0m_1370_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#1\ENO466369_MSCT_1582_0m_1516_0m.jpg,ENO466369_MSCT_1582_0m_1516_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#1\ENO466369_MSCT_1827_0m_1811_0m.jpg,ENO466369_MSCT_1827_0m_1811_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#1\ENO466369_MSCT_1880_0m_1846_0m.jpg,ENO466369_MSCT_1880_0m_1846_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#1\ENO466369_MSCT_1980_0m_1941_0m.jpg,ENO466369_MSCT_1980_0m_1941_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#1\ENO466369_MSCT_2046_0m_2029_0m.jpg,ENO466369_MSCT_2046_0m_2029_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#1\ENO466369_MSCT_2167_0m_2129_5m.jpg,ENO466369_MSCT_2167_0m_2129_5m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#1\ENO466369_MSCT_2188_5m_2175_0m.jpg,ENO466369_MSCT_2188_5m_2175_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#1\ENO466369_MSCT_2203_0m_2198_0m.jpg,ENO466369_MSCT_2203_0m_2198_0m.jpg,jpg
